restaurant_key,restaurant_id,restaurant_name,cuisine,city_key,price_tier,price_symbol,rating,num_ratings,commission_rate,avg_prep_time_mins,is_pure_veg
189,RST-584a066c-bf53-5e16-ad2b-261842d60d36,Balan Pizza Dhaba,Pizza,8,Mid,₹₹,4.42,2,0.19,11,False
190,RST-dc0228ea-e2a0-5a10-bb1c-1c78b06c853a,Issac Pizza Biryani House,Pizza,46,Mid,₹₹,4.33,3,0.217,9,True
191,RST-6b331e8f-92db-50bc-88b1-0bf65188b933,Hora Desserts Dhaba,Desserts,14,Mid,₹₹,4.18,2,0.246,19,False
192,RST-da45b3e6-a9e3-509a-be1c-2de014398cfd,Mander Chinese Kitchen,Chinese,32,Mid,₹₹,4.33,2,0.237,22,False
193,RST-0c44348c-d428-5606-9aaf-75e8377a8c30,Ghosh North Point,North Indian,4,Mid,₹₹,4.21,2,0.24,16,True
194,RST-56d4dcd4-406b-53d6-9648-34fed3b761ea,Kanda South Point,South Indian,8,Budget,₹,4.24,2,0.238,12,True
195,RST-44ad0a55-a6cf-53f3-b98c-35772372ec51,Lala Fast Cafe,Fast Food,1,Premium,₹₹₹,5.0,12,0.203,22,True
196,RST-f679b445-b1e6-5aef-88dc-74f3c20c3d61,Ghosh Desserts Restaurant,Desserts,1,Budget,₹,3.65,1,0.173,27,True
197,RST-691f11c5-7c44-5254-ae21-f36bee5f3858,Nori Desserts Corner,Desserts,18,Budget,₹,4.36,3,0.215,26,False
198,RST-71b102f2-dda0-5b56-b413-2f1e9a30fbb0,Korpal Fast Foods,Fast Food,2,Budget,₹,3.94,6,0.235,16,False
199,RST-b09d5cbe-9d38-5f3e-ae87-79637512daea,Gokhale North Kitchen,North Indian,10,Premium,₹₹₹,4.45,5,0.201,16,False
200,RST-39b40a78-9cc2-5bee-ba89-9a95033957fd,Hayre North Express,North Indian,17,Mid,₹₹,4.39,1,0.174,16,True
201,RST-fe7d909c-4559-5b83-929c-a5ec0d88d9b9,Bains Desserts Restaurant,Desserts,1,Mid,₹₹,3.45,0,0.226,11,True
202,RST-1c549bdd-516f-5325-a883-1d79d9793d7a,Goda Fast Junction,Fast Food,8,Premium,₹₹₹,3.35,1,0.216,20,False
203,RST-1fbb54cb-1132-589f-92e6-dff64a3bf8aa,Lala Desserts Express,Desserts,16,Budget,₹,4.44,2,0.202,14,True
204,RST-914e2888-8463-5f8f-8ba7-6ec41bc7d77d,Chaudhuri South House,South Indian,34,Mid,₹₹,4.46,4,0.226,16,False
205,RST-e2df645d-39cd-515f-bb1c-7c8cba9b4c49,Bail Biryani Junction,Biryani,5,Budget,₹,3.99,3,0.228,18,False
206,RST-d2f54884-debc-5a80-873e-43b3b9005a80,Devan Mughlai Express,Mughlai,46,Budget,₹,3.83,1,0.21,19,False
207,RST-41203841-9570-5ca8-9bca-7e55b7e82ba8,Raghavan South Express,South Indian,29,Budget,₹,4.27,8,0.245,16,False
208,RST-70a46e0d-c9f1-5772-9484-6a12f5788b63,Choudhry North Point,North Indian,14,Premium,₹₹₹,4.11,0,0.28,19,False
209,RST-e0e0e84f-fa52-55f3-814a-0df0fb712b57,Nigam Pizza House,Pizza,6,Premium,₹₹₹,4.32,1,0.224,21,False
210,RST-6bd2a235-2c49-5f7b-8a24-05bb90c1d10d,Kade Fast Restaurant,Fast Food,18,Mid,₹₹,3.4,1,0.167,9,False
211,RST-7b9c664c-ae47-5509-827f-0da8057c7ebb,Mody Street Biryani House,Street Food,26,Budget,₹,4.22,11,0.174,16,True
212,RST-0d020345-a52e-5e39-9149-957c3b904089,Shan Mughlai Junction,Mughlai,5,Budget,₹,4.74,461,0.205,14,False
213,RST-9da2f943-5832-557a-ad1a-abc1a698ad37,Khatri Rolls Corner,Rolls,49,Budget,₹,3.81,1,0.213,16,False
214,RST-dfe66e0c-3c17-50be-8068-37aa18b0bbb3,Pingle North Corner,North Indian,37,Budget,₹,4.23,5,0.193,13,True
215,RST-be3587c4-2b71-5237-bdf0-fddf7ff0ff3c,Pradhan Biryani Junction,Biryani,8,Budget,₹,3.86,2,0.196,26,False
216,RST-b719079b-b90a-57dd-8307-a9cfb7ce79d0,Garg Cafe Corner,Cafe,19,Mid,₹₹,4.0,1,0.154,17,True
217,RST-d63ed979-9c92-5762-b84d-5cfa9619ed5d,Vyas Biryani Cafe,Biryani,9,Mid,₹₹,4.58,2,0.209,21,False
218,RST-c63f19e3-92d0-5be5-8784-8852e899e774,Saraf Street House,Street Food,21,Premium,₹₹₹,4.11,1,0.28,14,False
219,RST-15dfad86-6785-573b-ac5f-bef0fbb01558,Bhattacharyya Pizza House,Pizza,27,Budget,₹,4.66,4,0.191,18,True
220,RST-1d54fcb4-09b7-523f-8fa1-0e3f1270d6b2,Dani North Point,North Indian,1,Mid,₹₹,4.18,3,0.257,11,True
221,RST-d45da801-5f91-5a69-95db-f912fd13e758,Dhawan Biryani Point,Biryani,1,Mid,₹₹,4.32,3,0.222,23,False
222,RST-25a3f602-2aab-59d2-a757-a487734d414a,De Pizza Biryani House,Pizza,5,Budget,₹,4.84,5,0.234,30,False
223,RST-b7013614-8028-525d-ab3b-527deb86db24,Gupta North Corner,North Indian,38,Mid,₹₹,3.95,1,0.212,19,False
224,RST-7dcb55eb-2435-550a-a043-370157ea512b,Handa Chinese Junction,Chinese,6,Premium,₹₹₹,4.05,4,0.275,20,False
225,RST-522492f0-4c6b-523c-b0ee-0fb5a6f0a5d5,Walia Rolls Express,Rolls,34,Budget,₹,3.45,3,0.236,13,False
226,RST-376c47e7-c130-5287-9bc5-3f1e18e59de1,Radhakrishnan North Kitchen,North Indian,8,Mid,₹₹,4.38,2,0.186,20,False
227,RST-765792c2-cf38-573a-8d66-0147cc41c7f3,Prasad Chinese Junction,Chinese,4,Premium,₹₹₹,4.21,4,0.187,24,False
228,RST-1e858b7d-1c19-5a9e-8fb8-1e44702c3e08,Nadkarni Pizza Cafe,Pizza,36,Mid,₹₹,3.53,1,0.245,10,False
229,RST-b5687a16-a1d4-54fd-bf3e-9fccc91213b3,Sanghvi Desserts Foods,Desserts,11,Mid,₹₹,4.76,2,0.197,17,False
230,RST-c3d2720e-4551-5b3e-9cb4-d8b3cb3604d0,Konda Biryani Cafe,Biryani,6,Mid,₹₹,4.77,2,0.15,14,False
231,RST-64fbb5bc-a299-52b8-9e34-f3a300f83b3e,Batra Street Dhaba,Street Food,1,Mid,₹₹,3.6,2,0.211,15,False
232,RST-0df152e3-fd6b-5d75-98c0-4cb56bd525e6,Gulati Mughlai Junction,Mughlai,2,Budget,₹,3.7,1,0.213,13,False
233,RST-7a225c0c-b45f-5717-9a7b-0c8dc0479d5f,Wason Biryani Kitchen,Biryani,2,Premium,₹₹₹,4.29,2,0.218,26,False
234,RST-475dccbd-f264-5b54-9b09-8e4592a136fe,Menon South Point,South Indian,6,Premium,₹₹₹,4.49,1,0.184,22,True
235,RST-466716ef-b8ff-5cc6-b251-18f48985f287,Dixit Desserts Corner,Desserts,12,Budget,₹,4.8,6,0.19,24,False
236,RST-8ea66dd8-afb5-587d-b7fa-c491a90441a6,Narang South Dhaba,South Indian,5,Budget,₹,3.68,2,0.2,11,True
237,RST-ac6e8a19-78d3-5495-a05f-277e882cae43,Kota Beverages Restaurant,Beverages,1,Mid,₹₹,3.97,2,0.197,19,True
238,RST-14b04737-caa9-5131-908d-bb5ff4919a9a,Bera Fast House,Fast Food,4,Mid,₹₹,3.56,1,0.15,20,True
239,RST-6d34a6d5-8792-5fbd-9b80-c08b47584653,Mammen Biryani Restaurant,Biryani,7,Mid,₹₹,3.83,1,0.239,18,True
240,RST-ebddbc5b-68a5-50a5-9149-af565e22bb20,Date Fast Biryani House,Fast Food,49,Mid,₹₹,3.82,1,0.235,15,False
241,RST-c3cfd28c-8d2b-5315-9c0d-b0a4b0e7be09,Trivedi Fast Restaurant,Fast Food,6,Mid,₹₹,4.23,2,0.177,24,False
242,RST-c21d65f0-30da-5525-8ecb-f39c599386c4,Suresh Mughlai Dhaba,Mughlai,2,Mid,₹₹,3.89,1,0.211,19,True
243,RST-9e0fefdd-d58a-5c24-b4a7-530b2ed1ed07,Kadakia South Kitchen,South Indian,11,Budget,₹,4.06,2,0.183,10,False
244,RST-e397f641-26ab-52f3-ac1c-79da733c06e0,Bumb Mughlai Corner,Mughlai,38,Budget,₹,4.43,2,0.208,12,False
245,RST-9982a971-e601-527b-8d0c-cf37056c4f89,Singhal North Foods,North Indian,23,Mid,₹₹,3.32,1,0.22,19,True
246,RST-942a74c1-cc7e-5496-b0aa-37bd3c28d1b3,Bhattacharyya Desserts House,Desserts,28,Mid,₹₹,4.37,11,0.255,22,False
247,RST-ced47574-2f40-56c9-b2a5-ab45a01c6ddb,Ganesh Mughlai House,Mughlai,39,Mid,₹₹,4.34,7,0.232,22,False
248,RST-3bd38bae-9163-5da6-a77b-530a8cb0f8e7,Trivedi Biryani Restaurant,Biryani,14,Budget,₹,4.38,17,0.222,19,False
249,RST-0c7f460f-a834-5d4a-b76b-763308253d94,Rama North Dhaba,North Indian,50,Mid,₹₹,4.65,3,0.238,18,False
250,RST-e698e864-835d-5fe2-bf25-df3df87aa1a3,Upadhyay Desserts Dhaba,Desserts,1,Mid,₹₹,3.92,2,0.209,11,True
251,RST-32c7c68d-fa4f-56d5-a433-a65f4c29ca56,Prasad Beverages Restaurant,Beverages,28,Mid,₹₹,3.84,1,0.206,15,True
252,RST-f053c882-e43e-5ab2-8c8b-57500ed2c04e,Tara Chinese Dhaba,Chinese,30,Budget,₹,4.29,2,0.236,18,False
253,RST-de9fdfe2-32ee-519a-a387-d2a7aa10d0c4,Venkataraman Biryani Foods,Biryani,38,Mid,₹₹,4.83,8,0.252,17,False
254,RST-3720f706-5b71-5353-acd8-821a72433db9,Shetty Desserts Corner,Desserts,8,Mid,₹₹,4.43,1,0.242,19,False
255,RST-2c316a6e-119a-5cfc-81d8-cb5d0f55027e,Gola South Restaurant,South Indian,23,Mid,₹₹,4.27,2,0.251,19,False
256,RST-70fa3104-4969-5427-85a2-541d8484b3e9,Nagy Pizza Foods,Pizza,3,Mid,₹₹,3.91,1,0.245,12,False
257,RST-cbbc099e-b764-514f-bb0f-59e66475d2ba,Prakash Biryani Biryani House,Biryani,12,Mid,₹₹,4.5,1,0.27,20,False
258,RST-7bebabad-9215-5f25-9b9e-7bd7a6a8d9a2,Vora South Kitchen,South Indian,6,Budget,₹,4.33,4,0.176,18,True
259,RST-06674a1f-c303-57e0-83d8-10cf77db885b,Subramanian Beverages Junction,Beverages,12,Premium,₹₹₹,3.5,1,0.168,23,False
260,RST-ec687c2a-d7c0-5944-b75a-2f8fafb45e74,Talwar Chinese Point,Chinese,16,Budget,₹,4.46,4,0.21,17,False
261,RST-a4e7de59-b031-505f-8444-8bc697bfcd9c,Som Street Point,Street Food,5,Mid,₹₹,4.63,8,0.208,22,False
262,RST-a39b141f-ccd0-5035-a76a-bd991f280d9b,Loyal Fast Cafe,Fast Food,3,Mid,₹₹,4.46,2,0.222,22,True
263,RST-c6fc4e00-3949-5353-bd96-cafa258f6497,Rattan Biryani Dhaba,Biryani,5,Budget,₹,4.15,1,0.186,6,False
264,RST-8b9cb51a-29d0-57d8-b0da-ffd7435febb1,Bansal Biryani Point,Biryani,15,Budget,₹,4.64,7,0.226,12,True
265,RST-b158799f-6029-5423-86a7-1e91529867e2,Johal Biryani Dhaba,Biryani,16,Budget,₹,4.15,6,0.179,10,False
266,RST-618945e6-f32f-50b7-895b-cb5d91adfa46,Kanda Beverages Junction,Beverages,20,Mid,₹₹,4.7,4,0.17,27,False
267,RST-3cead9ac-7c89-5c17-b61d-d2057d156c5c,Jain Pizza Biryani House,Pizza,2,Premium,₹₹₹,3.94,2,0.232,22,False
268,RST-77ccf230-109c-5c5e-8302-1ac292c3e313,Seth Desserts Corner,Desserts,26,Budget,₹,4.58,16,0.261,16,False
269,RST-aae0514c-5437-5d39-b162-4c6c28174584,Keer Biryani Dhaba,Biryani,16,Premium,₹₹₹,4.44,3,0.184,29,True
270,RST-47530a03-a87a-5eea-b28a-78830080aaee,Randhawa South Express,South Indian,1,Budget,₹,2.73,1,0.205,22,False
271,RST-9f410a2c-114c-5121-b8ca-49d8c5518c5f,Kamdar North Foods,North Indian,5,Mid,₹₹,4.46,3,0.217,19,False
272,RST-13114104-fce1-551d-b34e-c0f9a7fd0fbc,Mohan Desserts Junction,Desserts,8,Premium,₹₹₹,4.16,1,0.257,22,False
273,RST-c8594d65-8c04-5253-b9e6-bb5ea1b2ab92,Sandal Biryani Foods,Biryani,6,Premium,₹₹₹,4.74,2,0.226,21,False
274,RST-957e7315-dd56-5dea-92c9-ea59528bdfd7,Purohit Biryani Biryani House,Biryani,2,Mid,₹₹,4.35,3,0.219,7,False
275,RST-3cc3f4f4-4755-52fb-bbac-afdc8c9a25ed,Dugar Biryani Cafe,Biryani,3,Mid,₹₹,3.51,1,0.167,22,False
276,RST-04055f0f-7469-5e2d-bb06-08ba90014ac0,Prasad Biryani House,Biryani,1,Premium,₹₹₹,3.57,1,0.178,15,False
277,RST-12c83f8f-3105-585d-9a93-0c0ecf82c20d,Kumar Pizza Biryani House,Pizza,2,Premium,₹₹₹,3.23,1,0.2,13,False
278,RST-bd8aebbd-3d7f-5012-864d-326cca3d3117,Chad Fast Point,Fast Food,4,Mid,₹₹,3.67,0,0.17,16,False
279,RST-3d67c56e-97e8-5b8c-a0dd-027838db3e23,Desai Street Point,Street Food,26,Budget,₹,5.0,14,0.217,23,False
280,RST-70bdaaff-0f23-5fca-ac8a-bf676c56b4cf,Chad North House,North Indian,10,Budget,₹,4.23,10,0.216,13,False
281,RST-bd20335b-a0fd-5560-9bdb-02f36d10daa1,Merchant Fast Foods,Fast Food,7,Mid,₹₹,4.37,3,0.222,17,False
282,RST-0626795d-3cbd-5577-b6fd-964e1c485b9f,Saxena North Foods,North Indian,15,Mid,₹₹,3.81,1,0.155,15,False
283,RST-96692b04-94c8-5c08-ba95-333bd17a8581,Venkataraman Desserts Cafe,Desserts,10,Budget,₹,4.03,1,0.227,19,False
284,RST-6eee7680-876d-5d83-bdb9-40cd9ad04f39,Pandey Fast Express,Fast Food,2,Budget,₹,4.47,4,0.189,14,True
285,RST-5e005340-348a-5598-b287-525fcd6ccd1e,Karpe Biryani Foods,Biryani,3,Mid,₹₹,4.61,6,0.215,12,True
286,RST-6fd01676-af94-59b6-a955-835da159838c,Barman Desserts House,Desserts,3,Mid,₹₹,3.57,1,0.257,16,False
287,RST-c6783dcb-b37b-5741-ad3f-5058b66ab4e3,Shroff Biryani House,Biryani,12,Budget,₹,3.81,1,0.244,23,True
288,RST-4e95892b-71f3-525e-baef-bc572636ddfd,Vala South Restaurant,South Indian,8,Mid,₹₹,3.68,2,0.238,16,False
289,RST-2c510db8-d834-585c-ad8d-55011a04bb98,Nayar Biryani Junction,Biryani,6,Budget,₹,4.35,3,0.237,15,False
290,RST-d3c19abd-3462-574d-98c4-b04643c23bc5,Sandhu North Biryani House,North Indian,10,Premium,₹₹₹,4.22,1,0.23,11,False
291,RST-7c0b7525-b9dd-5c54-8e13-9a829263f667,Seshadri Cafe Cafe,Cafe,46,Mid,₹₹,3.13,1,0.182,13,True
292,RST-7d8a64a1-5727-5805-b2b3-37978ac13c0c,Sibal Rolls Junction,Rolls,5,Budget,₹,4.7,3,0.235,21,False
293,RST-9e95c75a-8017-54f1-87db-3bdab87e6d31,Sankaran Desserts Corner,Desserts,9,Mid,₹₹,3.81,4,0.174,15,False
294,RST-02a27dd6-047c-548d-baae-4c43d5cd9cd6,Rege Cafe Dhaba,Cafe,8,Mid,₹₹,4.49,2,0.247,22,False
295,RST-88cf8e5d-d176-590b-857b-8735fd284864,Pillai Desserts Foods,Desserts,18,Mid,₹₹,3.75,1,0.205,6,True
296,RST-4d9b161f-3de8-5a66-b68b-ec86373581d1,Tank Biryani Dhaba,Biryani,19,Mid,₹₹,4.4,6,0.176,20,False
297,RST-3d7ee5e8-82d5-5990-a380-00490d04b770,Nadig North Corner,North Indian,19,Mid,₹₹,4.31,1,0.222,17,False
298,RST-58c9e2c9-4fb8-54eb-945c-b10fc78a1191,Mahajan Chinese Kitchen,Chinese,3,Mid,₹₹,3.99,1,0.224,10,True
299,RST-0baec6dd-ce14-5bb7-8671-af7f60bcbabc,Raja Street Point,Street Food,8,Budget,₹,4.96,7,0.21,10,False
300,RST-4c63ff84-18a8-5ded-b76f-02fdc4ab06de,Bakshi Street Kitchen,Street Food,25,Budget,₹,4.03,2,0.252,23,False
301,RST-96ab06cb-7893-5df3-9609-beaeeb51fdda,Gola Desserts Dhaba,Desserts,6,Budget,₹,4.05,1,0.196,17,False
302,RST-cd0a44f6-8821-5774-8e5d-b11377638e42,Sathe South Kitchen,South Indian,48,Budget,₹,4.3,1,0.173,13,True
303,RST-ff077874-287e-5599-8bcb-99788cab25e4,Kaur South Cafe,South Indian,6,Mid,₹₹,4.1,1,0.244,22,False
304,RST-e8ac7cc4-aa13-5125-b883-a5f0e1436004,Lanka Cafe Kitchen,Cafe,9,Mid,₹₹,5.0,13,0.238,22,False
305,RST-0ea7266b-f8a7-5274-a870-621d1079ba08,Borra North Kitchen,North Indian,8,Budget,₹,4.47,1,0.211,11,False
306,RST-f728e2b2-a6da-54d6-b019-20e37285f887,Parmer Fast Express,Fast Food,7,Mid,₹₹,4.28,1,0.228,16,False
307,RST-9a2fb4ec-2f78-5b1e-b90e-606af53c8382,Butala Chinese Biryani House,Chinese,29,Budget,₹,4.31,2,0.168,21,False
308,RST-75e65fc3-9954-519d-b1e5-5b6be2daff8f,Menon Chinese Junction,Chinese,2,Mid,₹₹,4.11,1,0.207,20,True
309,RST-ac54d494-0099-5ca4-967f-1d00bec9269a,Thaker Pizza Junction,Pizza,11,Mid,₹₹,4.11,2,0.262,30,False
310,RST-8caebf90-04d3-5f6a-81e0-bc4a28174f8b,Varghese Street House,Street Food,13,Budget,₹,4.04,2,0.228,17,False
311,RST-4f7dc744-c066-5655-9e49-e90d578acda3,Brar Desserts House,Desserts,29,Budget,₹,4.58,2,0.199,12,True
312,RST-cb4e35ca-2393-5d83-bdf5-24cb45ccf79a,Malhotra Biryani Express,Biryani,12,Budget,₹,3.69,1,0.204,10,False
313,RST-d1ae0dbb-9888-5f98-ac28-c7500888964c,Kari Biryani Kitchen,Biryani,44,Mid,₹₹,4.05,1,0.218,15,False
314,RST-ebf3a6d6-c08c-5b55-8cec-fb5337268cba,Chaudhari Mughlai Foods,Mughlai,32,Budget,₹,5.0,33,0.242,26,False
315,RST-ea930f4c-52d5-5491-8c51-549cbbba0768,Dani Fast Restaurant,Fast Food,5,Premium,₹₹₹,4.79,3,0.268,13,False
316,RST-b0a668f2-e0e0-53ad-a588-229e84a07b0e,Bora Biryani Cafe,Biryani,31,Premium,₹₹₹,3.78,1,0.259,10,True
317,RST-1e6693a4-3362-5047-9b77-d1696b54966d,Parsa Pizza Biryani House,Pizza,44,Mid,₹₹,3.43,1,0.24,20,False
318,RST-b115b285-c193-5cdc-b3aa-f18dcd8e60cc,Barad South Dhaba,South Indian,4,Budget,₹,4.21,3,0.186,21,False
319,RST-ed76ffd7-31e6-5cb9-9a6b-b4146a731646,Iyer North Biryani House,North Indian,13,Mid,₹₹,3.66,1,0.2,15,False
320,RST-542f4b3d-f744-579e-98cf-60ee1213ada7,Nath Cafe Kitchen,Cafe,4,Budget,₹,3.86,2,0.202,12,False
321,RST-e256d220-db8e-53b1-bb65-17748aea3fb8,Hegde Fast Dhaba,Fast Food,14,Premium,₹₹₹,4.77,4,0.168,14,False
322,RST-5396d22f-10b3-5575-a9fc-4f87771dc179,Narayan South Foods,South Indian,2,Mid,₹₹,4.67,35,0.252,15,False
323,RST-9b95e061-32ec-52e7-bb33-a26a7c84e49c,Krishna Chinese House,Chinese,19,Budget,₹,4.24,2,0.181,15,True
324,RST-4ba35218-0202-5dde-a87f-c294d4c2ca91,Mittal Healthy Biryani House,Healthy,7,Mid,₹₹,4.28,33,0.202,13,True
325,RST-debd34ff-d816-57c8-81a3-92210b6bbd8b,Maharaj Pizza Restaurant,Pizza,12,Mid,₹₹,4.92,5,0.168,18,False
326,RST-5b89e00f-b70a-5d2f-977b-c3f5317198b8,Halder Pizza Biryani House,Pizza,1,Premium,₹₹₹,3.77,0,0.188,15,False
327,RST-98bc7305-9db4-525e-9471-acf9d91649f3,Devi North Biryani House,North Indian,17,Mid,₹₹,4.81,121,0.224,22,True
328,RST-b728241c-f65f-57e0-9602-184d4edcc76e,Lal Street Foods,Street Food,9,Mid,₹₹,3.79,1,0.237,20,False
329,RST-767fe118-f321-5fe4-a592-d11209ce8685,Anand Cafe Junction,Cafe,13,Mid,₹₹,4.34,3,0.222,22,False
330,RST-32d93fa6-c8bd-57c1-8fe0-6bf9be9f799c,Mistry Fast Dhaba,Fast Food,5,Premium,₹₹₹,3.65,1,0.23,11,False
331,RST-dfefd92e-0cab-51c3-9968-0c23a53edceb,Manda Chinese Corner,Chinese,2,Premium,₹₹₹,3.82,1,0.194,9,False
332,RST-334be4f4-c5a7-5b1c-9f9f-6e01b118b6a5,Pal Pizza Foods,Pizza,7,Mid,₹₹,4.6,8,0.232,10,False
333,RST-44503640-853a-5008-98fd-b92acdddc875,Raval Beverages House,Beverages,42,Mid,₹₹,5.0,2,0.187,11,False
334,RST-12b64d83-4104-5c10-ab18-e75c00b789e9,Ravi Desserts Express,Desserts,3,Premium,₹₹₹,4.61,2,0.245,15,False
335,RST-b525c0f2-2973-5094-b9c6-949df6e302de,Arora Street Express,Street Food,16,Budget,₹,4.81,1,0.205,12,False
336,RST-bf70f3f6-5254-5dd7-a8b8-b72780105cb6,Sodhi Pizza Restaurant,Pizza,1,Mid,₹₹,4.2,1,0.22,20,False
337,RST-9f53c0ee-5c1d-5e7b-bcb2-4f62d7bacb59,Vala Chinese Foods,Chinese,18,Budget,₹,4.55,2,0.206,10,False
338,RST-00533ab9-7fa8-5277-ae3e-8aa9c81f452a,Dixit Biryani Express,Biryani,4,Mid,₹₹,3.77,1,0.207,16,False
339,RST-10b24e2b-f576-5a17-bad9-2f64c942ba9a,Rao Beverages Biryani House,Beverages,8,Premium,₹₹₹,4.55,8,0.17,19,True
340,RST-3590fbc6-d982-5d10-9641-2217511a22e0,Kari South Dhaba,South Indian,6,Budget,₹,4.09,3,0.181,19,False
341,RST-81d6412d-b9d3-5008-aae6-5bba4b957cab,Karan South Express,South Indian,2,Mid,₹₹,4.31,1,0.195,14,False
342,RST-bdc6141a-3ae0-5962-ba2f-3d64ba479669,Kadakia Rolls Corner,Rolls,5,Budget,₹,4.81,7,0.266,21,False
343,RST-b51cee0d-41ad-51ce-9a68-138319827bd8,Som Biryani Express,Biryani,5,Premium,₹₹₹,4.85,2,0.257,18,True
344,RST-6477f491-9467-577f-82fe-d40ae7693e8b,Kaur Beverages Foods,Beverages,9,Premium,₹₹₹,4.26,4,0.163,15,True
345,RST-0a830bd6-054b-50c0-bfb4-63a8f2802568,Varty North Biryani House,North Indian,46,Mid,₹₹,4.7,7,0.15,6,False
346,RST-e28d08e1-a252-5ea5-8841-68adc444e319,Sidhu Chinese Corner,Chinese,8,Mid,₹₹,4.7,210,0.236,13,False
347,RST-f309a96b-87b0-59e4-ae64-42c48d2c14f8,Shenoy South Restaurant,South Indian,37,Budget,₹,3.91,1,0.205,20,False
348,RST-5585ec71-dc3a-5315-99d9-6e97e5b07301,Oak Pizza Express,Pizza,8,Premium,₹₹₹,3.99,5,0.28,22,True
349,RST-9ba64a4c-8dc7-56ec-939d-205d117c9c73,Chada Desserts Junction,Desserts,2,Mid,₹₹,4.33,1,0.221,18,False
350,RST-8c8a201a-aa10-53d4-a94f-e7a62827c422,Munshi Biryani House,Biryani,3,Budget,₹,4.79,12,0.205,18,False
351,RST-390e4dc2-3ef9-5dca-9dde-30f9cb984c7a,Guha Biryani Express,Biryani,7,Premium,₹₹₹,4.3,3,0.204,35,False
352,RST-38b55cbe-946d-518d-95e5-43bf7aed6145,Sanghvi North Foods,North Indian,5,Budget,₹,4.29,1,0.207,10,False
353,RST-9ee94bf8-38a1-5d18-b1d2-3231cc56ff1a,Sahni Rolls Restaurant,Rolls,31,Mid,₹₹,3.67,2,0.223,15,False
354,RST-5c295160-311f-58a0-a96e-53178c9d7e1e,Kadakia Healthy Express,Healthy,16,Budget,₹,3.79,1,0.239,23,False
355,RST-052f91ae-dc50-503f-aac0-132f61013310,Sarna Desserts Junction,Desserts,11,Mid,₹₹,3.86,2,0.257,23,False
356,RST-27ffe361-92be-5f34-9306-14761422de85,Sengupta South Dhaba,South Indian,9,Budget,₹,4.23,2,0.191,21,True
357,RST-7a6bed15-4716-55ad-af5a-c94ea571c872,Balan Pizza Dhaba,Pizza,6,Budget,₹,4.1,4,0.255,25,False
358,RST-15bc558f-9e7e-50ea-bad0-7c84b5242c2a,Prasad Chinese Foods,Chinese,13,Mid,₹₹,4.43,1,0.236,14,False
359,RST-2568ae11-75a1-51e5-ab8c-9ab8cd75a0de,Dewan North Foods,North Indian,2,Premium,₹₹₹,4.76,2,0.19,9,True
360,RST-96beac7e-3434-5f9a-8792-8811b7f74767,Dave South House,South Indian,3,Budget,₹,4.48,1,0.19,28,False
361,RST-51b011aa-55df-59ac-8a31-42706fb0485f,Mody North Cafe,North Indian,5,Mid,₹₹,4.28,22,0.212,15,True
362,RST-08e506df-81bc-53d8-91b7-1968faa16c06,Andra South Cafe,South Indian,3,Mid,₹₹,4.08,2,0.229,11,True
363,RST-b9bb3f0c-245a-5441-9b79-299a6be9f5cc,Tata Desserts Cafe,Desserts,16,Mid,₹₹,2.98,1,0.196,12,False
364,RST-c159bbfe-8a56-509d-8513-a2a3ae869fc5,Pant Chinese Corner,Chinese,1,Budget,₹,4.17,4,0.214,13,False
365,RST-4aea1b24-e937-59fe-91b0-1589df69fe72,Nori Desserts Restaurant,Desserts,2,Mid,₹₹,3.2,1,0.244,16,False
366,RST-841afed4-0b42-5811-b9dc-e7f43ccaab52,Kar Street Kitchen,Street Food,36,Premium,₹₹₹,3.53,1,0.166,16,False
367,RST-f164079e-18ca-50dc-8102-ba53ce93768c,Saini Fast Junction,Fast Food,50,Budget,₹,3.64,1,0.224,22,True
368,RST-cdddbbc5-ddb2-5f09-a7ec-d395aaa3a249,Sandal Biryani Cafe,Biryani,8,Mid,₹₹,4.48,1,0.201,10,False
369,RST-9de03e11-a212-529b-ae71-1a0ffc06fbf2,Raval Desserts House,Desserts,9,Premium,₹₹₹,4.07,2,0.184,11,False
370,RST-1423ce9d-8fbd-5d49-ae77-8b08c8c7f5d4,Yogi North Junction,North Indian,22,Budget,₹,4.02,4,0.193,30,False
371,RST-41cf3aac-45c6-5803-bf5d-30b70254f34e,Mistry Biryani Corner,Biryani,1,Mid,₹₹,4.06,1,0.224,29,True
372,RST-ce5c8244-8026-5cae-85f1-0c35b3e5edb5,Nanda Biryani Junction,Biryani,7,Budget,₹,3.83,1,0.211,16,False
373,RST-8f9dd665-a154-551a-be94-7c5f2dacabd0,Bajaj Beverages Cafe,Beverages,2,Premium,₹₹₹,3.83,2,0.177,21,False
374,RST-768c37a8-15d0-52da-bc1c-b95c7c68462c,Balay Beverages Junction,Beverages,6,Premium,₹₹₹,4.44,1,0.223,15,True
375,RST-35bf3b0e-1fd7-55cf-a0b9-351af5f40033,Dewan Beverages Kitchen,Beverages,48,Mid,₹₹,3.11,1,0.237,7,True
376,RST-90fa087a-0798-5fa1-823a-ff917069d76b,Dube Pizza Biryani House,Pizza,21,Mid,₹₹,3.15,1,0.223,15,False
377,RST-02975f28-1f56-54b1-958c-d4e3e33786a1,Narayanan Fast Junction,Fast Food,48,Budget,₹,4.65,12,0.211,13,True
