customer_key,customer_id,signup_date,gender,age_group,city_key,city,persona,is_gold_member,device_preference,marketing_channel
3367,CUST-ae38059d-0630-5e16-b659-b09afbafed3e,2025-09-08,Female,18-24,7,Kolkata,night_owl,False,Android,Organic
3368,CUST-0a1a896a-126e-5403-a9c8-843fc5d3e69e,2026-03-17,Female,45-54,23,Nashik,value_seeker,False,Android,Offers/CRM
3369,CUST-ba8fbcd4-91fd-5380-b09c-36b3eab5198a,2024-08-05,Male,25-34,39,Vijayawada,habitual_regular,True,Android,Google Ads
3370,CUST-59ec65eb-871a-57bc-a968-08df785fc1bc,2025-04-10,Male,18-24,17,Nagpur,habitual_regular,False,Android,Push Notification
3371,CUST-6c792149-6977-5c4c-b642-1938f4d412c2,2026-01-17,Female,25-34,6,Chennai,habitual_regular,True,Android,Organic
3372,CUST-d166da72-36fa-5ad7-8bbd-a380f0f36583,2026-03-15,Male,25-34,11,Jaipur,value_seeker,False,iOS,Organic
3373,CUST-3207bc30-44a8-5aec-9335-e0cbdf402417,2025-10-25,Male,18-24,21,Visakhapatnam,night_owl,False,Android,Organic
3374,CUST-2acf301c-c047-5387-9aac-3c4e47adf0f1,2025-07-03,Male,25-34,7,Kolkata,occasional,False,Android,Offers/CRM
3375,CUST-112eace2-d3cc-5ea2-9f6a-d6f4f0c9b7a3,2024-11-16,Male,35-44,35,Udaipur,premium_foodie,True,Android,Push Notification
3376,CUST-610287fb-7e6f-5330-ad2c-4020c1f0e8f2,2024-05-14,Male,25-34,5,Pune,value_seeker,False,iOS,Push Notification
3377,CUST-d021b20f-a680-5eaf-a34a-ae1db77d89bb,2025-08-30,Male,35-44,42,Siliguri,premium_foodie,True,Android,Organic
3378,CUST-d91fab06-894b-51e8-9043-ded85ea13bfa,2025-10-27,Female,25-34,17,Nagpur,value_seeker,False,Android,Referral
3379,CUST-763543fd-c7b3-578d-9141-4c7727539698,2025-02-27,Female,45-54,34,Jodhpur,night_owl,False,Android,Google Ads
3380,CUST-2859fc67-55a3-5973-907a-49551d2fd7bd,2026-05-14,Female,25-34,44,Jalandhar,value_seeker,False,Android,Organic
3381,CUST-4dddcc58-9ac4-55ec-bc4e-e13c3e3d78d1,2023-12-20,Male,18-24,1,Bengaluru,habitual_regular,False,Android,Push Notification
3382,CUST-93b9bb3d-aa00-5973-900f-e8fcb7a8e0d2,2025-04-10,Female,55+,25,Thiruvananthapuram,value_seeker,False,iOS,Referral
3383,CUST-1f4be05b-8e90-5bf9-89d6-7c33dfe86b74,2025-09-28,Male,25-34,6,Chennai,occasional,False,Android,Organic
3384,CUST-3f4382f6-9859-517a-ac80-7dc8cb9c23fe,2026-05-10,Male,18-24,3,Mumbai,premium_foodie,True,Android,Organic
3385,CUST-691d2267-e5c6-5577-b1d7-3c6e4ef11401,2024-06-14,Male,25-34,9,Noida,occasional,True,Android,Push Notification
3386,CUST-d518d9d3-22a6-5e3f-a4ec-ac57315d2f55,2024-05-16,Male,25-34,15,Indore,value_seeker,False,iOS,Referral
3387,CUST-e08cf506-fca3-5d9d-9db3-ace2ce8d7035,2025-02-28,Female,25-34,2,Delhi,value_seeker,False,Android,Push Notification
3388,CUST-1653a07a-6940-56f8-8949-e273ddd0eb74,2025-10-20,Female,18-24,43,Warangal,value_seeker,False,iOS,Instagram Ads
3389,CUST-b42c7f98-256f-5e50-b668-582681c1ded7,2024-08-27,Male,45-54,34,Jodhpur,occasional,False,Android,Google Ads
3390,CUST-2391810a-f0e5-53ce-8775-f321275ee1cf,2025-03-29,Female,25-34,46,Patna,value_seeker,False,Android,Organic
3391,CUST-10960ff8-4b4f-5210-bce6-e280696a92e3,2023-11-04,Female,18-24,4,Hyderabad,habitual_regular,True,Android,Instagram Ads
3392,CUST-dd45018c-4a70-5ae1-89bf-89f13166a20e,2026-04-28,Female,18-24,8,Gurugram,value_seeker,False,Android,Google Ads
3393,CUST-3197565e-707e-5b2d-abeb-c6a82e21252d,2024-02-21,Male,25-34,31,Dehradun,habitual_regular,False,iOS,Instagram Ads
3394,CUST-f1acd3a9-565d-5a5e-83c6-feca1f3a2e7a,2024-05-31,Female,18-24,12,Lucknow,premium_foodie,True,iOS,Instagram Ads
3395,CUST-ab0e4df8-33ea-5319-8e9c-1b2e65f7a8b9,2024-12-25,Male,25-34,28,Guwahati,value_seeker,False,Android,Referral
3396,CUST-1d70e552-a2ec-5f90-973c-eaef413bd112,2023-11-19,Male,18-24,1,Bengaluru,value_seeker,False,Android,Google Ads
3397,CUST-ec3bf6ac-7d15-5871-80b9-39d1c23e5661,2026-05-23,Male,18-24,9,Noida,value_seeker,True,iOS,Referral
3398,CUST-14d7bd1c-576e-5e1c-ae98-7caf3e59e1b6,2025-09-10,Female,35-44,37,Agra,habitual_regular,False,Android,Referral
3399,CUST-70fa87c0-6118-5434-b995-26d8cc0d3ee7,2025-09-15,Male,35-44,22,Bhopal,habitual_regular,True,Android,Referral
3400,CUST-4361250e-bc53-5977-9753-e38717f8adbe,2024-02-29,Male,35-44,2,Delhi,value_seeker,False,Android,Google Ads
3401,CUST-3ad0ba02-d00f-5f21-8335-07f0a029fb2a,2024-10-01,Male,35-44,24,Kanpur,occasional,False,iOS,Google Ads
3402,CUST-a1b46575-e5aa-5824-9de8-0c8a09cd1c85,2024-02-15,Male,35-44,5,Pune,habitual_regular,False,Android,Push Notification
3403,CUST-be00de74-8540-5215-bf17-d866254666e0,2023-08-09,Female,18-24,14,Kochi,habitual_regular,True,Android,Offers/CRM
3404,CUST-d03ca97d-a4d4-57c0-8614-7807384b3a94,2024-12-31,Female,18-24,6,Chennai,habitual_regular,False,Android,Instagram Ads
3405,CUST-f8975221-6cd6-5fd6-be9d-22c450ac3385,2025-01-30,Male,25-34,32,Amritsar,premium_foodie,True,Android,Push Notification
3406,CUST-71ffbc7c-f878-5588-a845-66dc079a32b6,2025-09-30,Female,35-44,30,Raipur,value_seeker,True,Android,Instagram Ads
3407,CUST-0653d986-b0e0-5c1e-9654-75bde9da46fc,2025-01-13,Female,25-34,39,Vijayawada,value_seeker,False,Android,Referral
3408,CUST-b3ed2504-43a9-57db-ab1e-d5407467c114,2026-06-21,Male,25-34,10,Ahmedabad,value_seeker,False,Android,Offers/CRM
3409,CUST-c1298b4a-2897-5bf1-87f4-01c4840720c3,2025-03-04,Female,18-24,10,Ahmedabad,occasional,False,iOS,Organic
3410,CUST-83d7d4b1-929a-5747-9d1d-bcf5556ce57e,2025-01-20,Male,25-34,2,Delhi,value_seeker,False,Android,Referral
3411,CUST-3eacea1f-a451-5156-8016-4afb8c564924,2024-06-20,Other,18-24,14,Kochi,habitual_regular,True,iOS,Organic
3412,CUST-45d13c83-93bb-5068-9ac3-07917409ebd9,2025-07-30,Male,35-44,45,Aurangabad,occasional,False,Android,Organic
3413,CUST-87895e9a-8ea4-5561-84fe-0039fb6c50bd,2026-01-12,Female,35-44,30,Raipur,night_owl,False,Android,Organic
3414,CUST-1212170f-a0d8-5c00-b86d-a4be6502d672,2026-06-03,Male,18-24,6,Chennai,premium_foodie,True,iOS,Google Ads
3415,CUST-2ddd7b61-6da5-5a2b-ac79-ee9a91ded648,2023-11-25,Male,25-34,4,Hyderabad,habitual_regular,True,Android,Instagram Ads
3416,CUST-4a158bfd-5e94-5f5a-a871-49b6ef0dcd4a,2023-03-21,Female,35-44,5,Pune,occasional,False,Android,Offers/CRM
3417,CUST-b83c9fa7-ce8b-5202-b883-9b0c538d9780,2026-06-12,Male,25-34,27,Mangaluru,value_seeker,True,iOS,Google Ads
3418,CUST-355146f9-c28e-5751-b9c8-ef6cafda9593,2024-12-15,Male,18-24,10,Ahmedabad,occasional,False,iOS,Organic
3419,CUST-9bc5520b-e09b-561e-950f-7dee5432b50a,2025-09-28,Female,18-24,4,Hyderabad,premium_foodie,True,iOS,Google Ads
3420,CUST-28f376a4-fc92-51cb-bd2d-29731b57e4b8,2026-05-17,Male,18-24,12,Lucknow,premium_foodie,False,Android,Push Notification
3421,CUST-ceeca802-4305-58eb-ab4d-a25a04c036e0,2023-03-13,Male,35-44,5,Pune,value_seeker,False,Android,Organic
3422,CUST-540ee705-34e4-5a30-8486-56b4903eb790,2024-01-13,Male,25-34,12,Lucknow,habitual_regular,True,Android,Referral
3423,CUST-174bb56a-5c12-57f9-bbda-5224497e6be6,2025-12-28,Female,18-24,6,Chennai,value_seeker,False,Android,Push Notification
3424,CUST-95213e61-42b9-56dd-93bd-c179cb6109f8,2025-10-05,Female,35-44,21,Visakhapatnam,habitual_regular,True,Web,Organic
3425,CUST-3ad28152-1f04-5911-8302-8f5521f2304c,2025-01-18,Female,18-24,9,Noida,occasional,False,iOS,Push Notification
3426,CUST-861b38b8-f5e9-596c-a55a-a9bd9d5ecafc,2026-05-27,Male,25-34,10,Ahmedabad,habitual_regular,False,Android,Organic
3427,CUST-3640293a-cf8c-53ee-a8f3-df01111252d4,2025-09-14,Female,18-24,1,Bengaluru,occasional,False,Android,Organic
3428,CUST-f3ef4157-4ccf-52e9-8601-7fd874e65723,2023-03-27,Other,18-24,41,Rajkot,occasional,False,iOS,Offers/CRM
3429,CUST-360fe375-11c0-53c9-8bd7-217e4cc75580,2023-09-26,Female,25-34,1,Bengaluru,premium_foodie,True,Android,Referral
3430,CUST-0031537e-dbb8-5f95-9bcd-b6dec9a1a78a,2026-03-15,Male,45-54,2,Delhi,occasional,False,Android,Instagram Ads
3431,CUST-33fb60f1-f819-5281-a756-ce7bdceb4e17,2026-05-26,Female,18-24,2,Delhi,value_seeker,False,iOS,Offers/CRM
3432,CUST-f2969168-07bf-5a86-84fb-0eb844ff4d2e,2024-05-17,Female,25-34,3,Mumbai,value_seeker,False,iOS,Google Ads
3433,CUST-06150f59-66fa-5605-86f6-e98ef44c6943,2024-04-08,Male,18-24,7,Kolkata,premium_foodie,False,Android,Organic
3434,CUST-875235d3-e8ce-53cf-b10d-b2ec8e19ea20,2023-05-12,Male,25-34,1,Bengaluru,occasional,False,Android,Organic
3435,CUST-6aabc884-bf32-55f6-8e5c-4bfa17823c28,2023-10-18,Female,25-34,5,Pune,value_seeker,False,iOS,Organic
3436,CUST-9d29406e-ea6b-59ab-aaca-361f5fde71be,2024-05-11,Female,25-34,21,Visakhapatnam,habitual_regular,True,Android,Google Ads
3437,CUST-81d14128-c21c-55ed-86b9-f8878e4cc44b,2026-04-07,Male,25-34,16,Coimbatore,premium_foodie,True,Android,Offers/CRM
3438,CUST-a659324a-5c95-5a1f-a0e1-35499a689e25,2023-11-14,Female,25-34,1,Bengaluru,habitual_regular,False,iOS,Instagram Ads
3439,CUST-42008355-8bae-5af0-a54c-3bb2b54f5353,2023-08-03,Male,25-34,25,Thiruvananthapuram,value_seeker,False,Android,Organic
3440,CUST-6a20e6cb-83d2-51d2-a036-b36c9d4715b5,2026-06-13,Male,25-34,6,Chennai,habitual_regular,False,Android,Google Ads
3441,CUST-e87d2793-afe0-542a-b39b-95b082bdd257,2023-10-08,Female,25-34,26,Mysuru,value_seeker,False,Android,Organic
3442,CUST-60ffe804-ff6c-5722-92ce-a768c6e1dd97,2024-01-12,Male,25-34,7,Kolkata,value_seeker,False,iOS,Organic
3443,CUST-bb027c4b-9608-5eb1-a1f0-ea36170cb95c,2025-04-22,Female,25-34,38,Madurai,premium_foodie,True,Android,Referral
3444,CUST-f567a00c-fe57-5e46-8b2a-dc3dc3d81158,2024-06-28,Female,18-24,31,Dehradun,premium_foodie,True,Android,Instagram Ads
3445,CUST-2652315b-236a-5b24-a021-26afd01076ff,2024-12-14,Male,35-44,5,Pune,occasional,True,iOS,Google Ads
3446,CUST-87e3ee3f-a2fd-52a7-9bf4-9e29d5a324e3,2024-12-15,Other,18-24,12,Lucknow,night_owl,True,Android,Referral
3447,CUST-48216a65-c414-5c3c-979c-e256a1adaa21,2025-06-19,Male,18-24,7,Kolkata,value_seeker,False,iOS,Instagram Ads
3448,CUST-97011461-6a90-5d68-8f5a-b74b0336a443,2023-02-27,Male,25-34,8,Gurugram,night_owl,True,Android,Organic
3449,CUST-b5681dbb-db4a-574b-8843-245e75bab4ee,2026-01-11,Male,45-54,7,Kolkata,value_seeker,True,Android,Push Notification
3450,CUST-4cd21b15-753c-5523-829c-35808298d274,2024-10-16,Male,18-24,14,Kochi,habitual_regular,False,iOS,Organic
3451,CUST-c03b0dd8-7cad-5ac8-8c57-1cf42b3cb784,2026-06-27,Male,25-34,7,Kolkata,premium_foodie,True,Web,Push Notification
3452,CUST-70054f9c-c11f-5855-88f0-95d610522ff9,2026-02-17,Male,18-24,14,Kochi,value_seeker,False,Android,Organic
3453,CUST-f45acb66-9ec9-5009-ba72-7fe36c26033b,2023-02-22,Male,25-34,5,Pune,value_seeker,False,Web,Offers/CRM
3454,CUST-3ff9a754-0edc-5290-b9c5-60ac17b22c43,2026-02-02,Male,25-34,35,Udaipur,occasional,False,Android,Google Ads
3455,CUST-d11c9d92-c509-5b03-ba76-2646a8be781c,2024-02-29,Male,45-54,37,Agra,occasional,False,Android,Organic
3456,CUST-94dd2ed8-75da-521d-9753-0052d67e8d06,2023-01-01,Other,18-24,17,Nagpur,value_seeker,False,Android,Offers/CRM
3457,CUST-4de20e1d-3828-5f38-9ee9-4bee358f11ff,2023-05-17,Male,35-44,11,Jaipur,value_seeker,True,Android,Google Ads
3458,CUST-c0c5f1f7-397b-5d85-baa5-fe8d3ba91fe0,2026-02-20,Male,25-34,14,Kochi,occasional,False,Android,Organic
3459,CUST-c238a54a-3585-5d97-9fda-47d845801f38,2024-10-13,Male,18-24,6,Chennai,occasional,False,Android,Organic
3460,CUST-db8011b1-335c-5165-914b-49cd581e3a7f,2024-09-18,Male,18-24,7,Kolkata,occasional,False,Android,Organic
3461,CUST-6948ffc8-4710-57fc-9119-50112eaab533,2026-01-05,Male,25-34,9,Noida,night_owl,False,Android,Push Notification
3462,CUST-49d8760c-14a5-5c9b-8823-91bdfd027a52,2026-06-25,Female,35-44,5,Pune,night_owl,False,Android,Organic
3463,CUST-a5b85a2c-f3c8-57bc-96df-f67567366016,2026-03-27,Female,25-34,4,Hyderabad,habitual_regular,False,Android,Referral
3464,CUST-d62d6120-d5d0-5b52-809a-83f824b36b77,2026-05-30,Male,45-54,10,Ahmedabad,value_seeker,False,Android,Google Ads
3465,CUST-501b64b1-ea01-5864-94d8-aa1eb749c2a6,2023-08-29,Male,18-24,15,Indore,occasional,False,Android,Instagram Ads
3466,CUST-eca00404-067c-5519-b724-076343895307,2024-12-05,Other,18-24,9,Noida,habitual_regular,True,Android,Push Notification
3467,CUST-53aafcbd-7b78-5945-a7c9-62ca874417a5,2024-05-14,Female,25-34,3,Mumbai,habitual_regular,False,iOS,Instagram Ads
3468,CUST-6e69f569-67a3-5c90-94bb-f8f4d52fdead,2025-08-03,Female,45-54,6,Chennai,value_seeker,False,Android,Instagram Ads
3469,CUST-c7663d67-e2b7-5780-bdf6-d9f58974542f,2026-06-04,Male,25-34,18,Surat,occasional,False,Android,Offers/CRM
3470,CUST-5171eaef-230a-5f13-8da8-8f79739b8b17,2026-06-02,Female,25-34,23,Nashik,value_seeker,False,Android,Google Ads
3471,CUST-f01e6c0a-5155-5b8b-8883-39c5a49deea1,2025-09-19,Female,35-44,21,Visakhapatnam,habitual_regular,False,iOS,Referral
3472,CUST-b3704404-f799-5673-a773-e76764a6f2b0,2025-12-11,Male,18-24,15,Indore,habitual_regular,False,iOS,Push Notification
3473,CUST-78a50f98-df4d-587e-b835-e7488faa0119,2026-03-05,Male,25-34,3,Mumbai,premium_foodie,False,Android,Referral
3474,CUST-981adbf7-ff80-50b3-8bb4-3ddebc2a5103,2025-01-12,Male,18-24,7,Kolkata,value_seeker,False,Android,Push Notification
3475,CUST-db320e61-2984-556f-a26a-73b755f605b5,2025-05-25,Female,25-34,10,Ahmedabad,occasional,False,Android,Push Notification
3476,CUST-ed8b4611-279d-5903-a744-58535ce2e7dd,2026-03-06,Female,18-24,44,Jalandhar,occasional,False,Web,Referral
3477,CUST-7e95d50d-3e28-51f7-a159-3e1a3b65ecc7,2024-11-19,Female,35-44,3,Mumbai,habitual_regular,False,iOS,Organic
3478,CUST-28733726-4563-5a84-a381-0e711d7afc37,2024-11-04,Male,25-34,12,Lucknow,value_seeker,False,iOS,Google Ads
3479,CUST-78b64fcf-60e1-53a3-8d7b-316cb2ec250b,2026-01-28,Male,25-34,7,Kolkata,premium_foodie,False,Android,Instagram Ads
3480,CUST-3ba7abb3-3c88-505f-aa87-ce5a8f07b1f0,2026-03-04,Male,35-44,7,Kolkata,occasional,False,Android,Google Ads
3481,CUST-217cb094-58f1-5c04-b7d1-27e8a77c0e09,2025-11-28,Male,18-24,21,Visakhapatnam,value_seeker,False,Android,Instagram Ads
3482,CUST-ac7edf64-5403-5ec7-a545-f37c48f49bf3,2025-02-09,Female,25-34,15,Indore,value_seeker,False,Android,Google Ads
3483,CUST-1441f10c-7b47-59ca-abdb-8cd63460534b,2024-12-09,Female,25-34,10,Ahmedabad,habitual_regular,True,iOS,Offers/CRM
3484,CUST-5ccb838e-81d5-5ba5-864d-15e8d127238d,2023-10-21,Male,55+,1,Bengaluru,habitual_regular,False,Android,Instagram Ads
3485,CUST-2b2d3e7d-3e6f-523b-b0f3-2cf58b17e55d,2024-09-08,Female,25-34,2,Delhi,occasional,False,Android,Google Ads
3486,CUST-61e141f9-473e-5736-b1dc-609858afaf34,2024-04-23,Male,45-54,9,Noida,premium_foodie,True,iOS,Organic
3487,CUST-5c7af83f-bdf6-5988-9099-50f4b89394bf,2024-02-03,Male,18-24,28,Guwahati,value_seeker,False,Android,Push Notification
3488,CUST-0bcb0df3-c739-5070-9456-1f184aa50659,2025-11-21,Male,25-34,9,Noida,value_seeker,False,Android,Organic
3489,CUST-1814a63f-c9ed-5d59-b0c1-ebd92605fa47,2025-09-15,Male,35-44,11,Jaipur,night_owl,False,Web,Referral
3490,CUST-602c106c-fd54-53d9-93cf-9637a8a12b43,2023-07-15,Male,25-34,49,Jamshedpur,value_seeker,False,iOS,Instagram Ads
3491,CUST-3dc969e0-caca-56ae-b787-32f1a3b8029b,2023-12-30,Male,35-44,4,Hyderabad,value_seeker,False,Android,Push Notification
3492,CUST-a3ad5354-53f5-5acd-9808-e3d4c2e72f85,2024-10-20,Female,45-54,10,Ahmedabad,habitual_regular,True,Android,Organic
3493,CUST-65a2106b-853b-5803-b5d5-8f55fbba246e,2025-01-10,Male,35-44,22,Bhopal,occasional,True,Android,Organic
3494,CUST-7acc0b22-7d27-575c-9448-f7482cb77b62,2026-02-12,Male,25-34,43,Warangal,night_owl,False,Android,Push Notification
3495,CUST-ea9eca53-2ffb-5b96-b856-61ffc7dc58e0,2023-04-28,Female,25-34,26,Mysuru,night_owl,False,Android,Instagram Ads
3496,CUST-960e64a9-2ff1-5940-981a-b8df42bf1746,2024-04-07,Male,18-24,10,Ahmedabad,habitual_regular,False,Android,Referral
3497,CUST-33aaa229-7195-5bdd-b943-27b80c4e76f7,2026-03-16,Male,18-24,14,Kochi,occasional,False,Android,Instagram Ads
3498,CUST-b597e13a-4fdf-5e18-995b-fabada9579a8,2024-10-30,Male,25-34,25,Thiruvananthapuram,premium_foodie,False,Android,Instagram Ads
3499,CUST-2a2e38fd-5f2e-5dc1-804c-8389c8adcc98,2024-04-07,Male,25-34,6,Chennai,value_seeker,False,iOS,Organic
3500,CUST-4b326649-a138-5b6a-9964-2003266a42a9,2025-06-27,Male,25-34,24,Kanpur,occasional,False,iOS,Offers/CRM
3501,CUST-5ecab84d-6354-57bd-b65e-011839ab61ae,2026-05-29,Other,55+,10,Ahmedabad,night_owl,False,Android,Google Ads
3502,CUST-ff05c89e-a296-5ef2-ba96-34390806fae3,2026-05-02,Female,25-34,5,Pune,habitual_regular,True,iOS,Instagram Ads
3503,CUST-d19438ab-e005-53b4-a812-6e288da811c8,2025-04-20,Male,25-34,7,Kolkata,habitual_regular,True,Android,Organic
3504,CUST-678a0834-0c6b-5cbc-a5bc-99d56ec98647,2023-10-01,Female,45-54,38,Madurai,habitual_regular,False,iOS,Organic
3505,CUST-9bdef169-65f6-56bf-b714-b48e1de2196d,2023-11-30,Male,25-34,11,Jaipur,occasional,False,Android,Instagram Ads
3506,CUST-ecdd9d28-a109-5116-8f3c-d309e0c9858a,2024-08-27,Female,35-44,39,Vijayawada,night_owl,True,iOS,Instagram Ads
3507,CUST-932a07b3-eb97-5dd0-8947-2c083b238442,2026-02-22,Male,35-44,41,Rajkot,occasional,False,Web,Organic
3508,CUST-ee55c5d0-0b44-5d8e-b0db-9b7dfec8b937,2026-01-02,Male,25-34,15,Indore,habitual_regular,False,iOS,Offers/CRM
3509,CUST-cd7feee2-6afe-51f4-9164-f0b66d4e6898,2026-06-11,Female,18-24,1,Bengaluru,premium_foodie,False,iOS,Push Notification
3510,CUST-71c8917a-3be6-5b12-b508-9aef3127a6a8,2025-03-26,Female,25-34,39,Vijayawada,value_seeker,False,Android,Referral
3511,CUST-7af95af1-e7cd-5e34-8081-df2f545c326f,2025-06-24,Female,25-34,21,Visakhapatnam,occasional,False,Android,Referral
3512,CUST-24e8b8cb-4e7e-5f4c-be2f-72d98bc6d87f,2024-08-30,Male,18-24,7,Kolkata,occasional,False,iOS,Google Ads
3513,CUST-97ecc88f-0cea-5144-ac22-46ec94fb23bc,2025-04-01,Male,45-54,8,Gurugram,habitual_regular,False,Android,Organic
3514,CUST-22e767bf-9eb5-5940-99f3-3a023055247a,2025-11-03,Female,35-44,1,Bengaluru,value_seeker,True,iOS,Google Ads
3515,CUST-8500fd2c-fb1b-5354-ad52-a22fa47219c7,2023-04-30,Male,45-54,32,Amritsar,habitual_regular,True,Android,Instagram Ads
3516,CUST-4fd93e8d-4b46-5219-84da-ed4ae11ed7a8,2026-03-17,Male,35-44,39,Vijayawada,premium_foodie,False,iOS,Organic
3517,CUST-043aced2-6ee6-52e0-8455-d6f6dd6bc4ba,2025-07-29,Male,25-34,2,Delhi,habitual_regular,False,Android,Organic
3518,CUST-bad5994d-7496-52c0-86fb-fc3ddc1a43c8,2024-08-26,Female,35-44,21,Visakhapatnam,premium_foodie,False,Android,Organic
3519,CUST-59aa2b8c-ca71-5ae2-a164-72ecdc4b883b,2024-09-08,Female,18-24,10,Ahmedabad,value_seeker,False,Android,Google Ads
3520,CUST-d037cfdc-2821-55b4-a1c3-fb02ac3adc8a,2026-06-23,Male,18-24,2,Delhi,premium_foodie,False,Android,Organic
3521,CUST-c8ced985-14de-5b1b-a9d6-0eda25f17cfa,2024-08-06,Female,35-44,16,Coimbatore,occasional,False,iOS,Organic
3522,CUST-758f7beb-992c-549e-a8a9-0e67a1bd811b,2025-06-02,Female,35-44,23,Nashik,value_seeker,False,Android,Google Ads
3523,CUST-34012e4b-bfba-5ac3-9011-06ae19719b93,2024-10-20,Female,25-34,10,Ahmedabad,occasional,False,Android,Push Notification
3524,CUST-02ccb456-20eb-5b9d-a9a7-bbd0b4457cd8,2025-05-27,Female,18-24,3,Mumbai,night_owl,True,Android,Instagram Ads
3525,CUST-d983c762-9c54-5dcc-97dd-79edff056130,2024-12-24,Female,18-24,45,Aurangabad,habitual_regular,False,Android,Organic
3526,CUST-c3318c50-a52b-58c3-8ccd-21a5c877c097,2025-03-05,Female,25-34,8,Gurugram,habitual_regular,True,Android,Organic
3527,CUST-d60e5ec2-aa44-59c1-a23f-809ac4f05d7c,2023-08-10,Male,45-54,43,Warangal,habitual_regular,False,Web,Push Notification
3528,CUST-c3c98236-6921-5010-9be0-d52f00237c38,2023-07-04,Female,25-34,6,Chennai,occasional,True,Android,Organic
3529,CUST-78252f4d-f7b3-520d-98b4-a99140090d6e,2026-02-15,Female,18-24,10,Ahmedabad,occasional,False,Android,Push Notification
3530,CUST-650ce683-b355-5ac8-a60c-28ed96ed8302,2026-02-11,Male,18-24,10,Ahmedabad,premium_foodie,True,iOS,Referral
3531,CUST-21f2cfa6-07f8-5fb6-95a7-1640cae4ecd6,2026-06-13,Male,18-24,2,Delhi,occasional,False,Android,Organic
3532,CUST-c9fc8644-86b0-50b2-b936-409e9889f8be,2025-07-30,Male,18-24,40,Guntur,value_seeker,False,Android,Referral
3533,CUST-55aefb8d-a755-5f58-ba3e-8a1892cffe11,2024-08-11,Female,25-34,14,Kochi,value_seeker,False,Android,Instagram Ads
3534,CUST-1b88dc27-ce20-56d3-8eaa-abd9eb47314b,2026-03-07,Female,25-34,28,Guwahati,habitual_regular,True,Android,Google Ads
3535,CUST-1133a3e7-3dba-599e-bc5f-2e1d36015927,2026-05-15,Female,55+,1,Bengaluru,night_owl,False,iOS,Offers/CRM
3536,CUST-d61adffd-9281-5543-abc8-973902ff17e1,2024-07-29,Female,45-54,1,Bengaluru,value_seeker,False,Android,Instagram Ads
3537,CUST-4b9e1f28-58e1-5ed5-99af-46dcf40b9a12,2024-12-15,Female,35-44,6,Chennai,value_seeker,False,Android,Referral
3538,CUST-be9860a4-701a-5738-aba4-c3c12660c5f9,2025-03-25,Female,25-34,45,Aurangabad,occasional,False,Android,Push Notification
3539,CUST-854ed8ea-0a67-58c2-9f76-e6e925954908,2025-01-04,Male,25-34,31,Dehradun,occasional,False,iOS,Offers/CRM
3540,CUST-df9cc5b1-cb07-56bb-9535-2f6f8b138c4f,2025-06-29,Female,35-44,25,Thiruvananthapuram,premium_foodie,True,Android,Referral
3541,CUST-90bc1bf8-ce42-5e85-bdbf-dbd80e238518,2026-03-31,Female,18-24,21,Visakhapatnam,premium_foodie,False,iOS,Referral
3542,CUST-a12dd8e5-f178-5530-84f5-6e3bc0161757,2026-04-12,Male,25-34,14,Kochi,night_owl,False,Android,Organic
3543,CUST-2a75b99a-3679-5d65-9655-0fc6875881f7,2023-09-30,Female,18-24,17,Nagpur,value_seeker,True,Android,Push Notification
3544,CUST-d2d2128d-6225-53c8-a928-652f12d7b7ee,2025-10-29,Male,25-34,6,Chennai,night_owl,False,Android,Organic
3545,CUST-e743808f-6cae-50ee-8da9-c6f9ef1d62af,2023-11-05,Male,18-24,33,Ludhiana,night_owl,True,Android,Offers/CRM
3546,CUST-ae00276d-2598-5d94-b93c-f01673a247f6,2024-09-13,Male,18-24,5,Pune,habitual_regular,True,iOS,Offers/CRM
3547,CUST-b94d0405-8d57-505d-9c7c-b3585a24cd47,2024-11-24,Male,18-24,6,Chennai,occasional,False,Android,Organic
3548,CUST-fb23e272-2ee7-5010-a9b9-5bc18b3912ae,2026-04-06,Female,25-34,3,Mumbai,night_owl,False,Android,Referral
3549,CUST-3e6e752a-1d68-56d3-a69e-0243395c6923,2024-10-23,Female,25-34,1,Bengaluru,value_seeker,False,Android,Instagram Ads
3550,CUST-704b3e5c-6618-54ff-836c-b8128997ac55,2025-07-17,Male,35-44,3,Mumbai,value_seeker,True,Android,Referral
3551,CUST-c2276a81-3b1d-5960-834d-05443e399d74,2025-08-19,Male,25-34,2,Delhi,value_seeker,False,Android,Instagram Ads
3552,CUST-d63ad0f0-c9b5-5262-a2de-775e9cf75dde,2024-10-21,Male,35-44,10,Ahmedabad,occasional,False,Android,Organic
3553,CUST-774d3097-4db5-5fb5-bf1a-3c2000bc2acb,2025-10-16,Male,25-34,5,Pune,occasional,False,Android,Google Ads
3554,CUST-ca2aa3a1-3dc8-5ca1-823f-c3235e08bc54,2025-04-22,Other,18-24,6,Chennai,value_seeker,False,Android,Organic
3555,CUST-d2e648b2-84ee-5342-9bd4-d3d832a818e0,2024-09-10,Female,35-44,8,Gurugram,premium_foodie,False,Android,Offers/CRM
3556,CUST-cf654839-a989-5fa4-82d5-061bb283a3be,2025-01-27,Female,25-34,5,Pune,premium_foodie,True,Android,Push Notification
3557,CUST-cdaf45e5-3fd4-5c0d-b535-8d25525192a3,2024-03-04,Male,25-34,3,Mumbai,value_seeker,False,Android,Organic
